text,is_desc
"The later groups of Cyperus—viz. Leptostachyi, Mariscus, Dicldiwm—differ from all the rest, not so much in the number of the flowers or the persistence of the wing of the rbachilla, as in the persistence of the glumes, which do not fall off by a clean disarticulation from their decurrent bases. In the Leptostachyi the spikelets fall entire from the papilliform disks on which they are seated before the glumes fall from the rhachilla, usually leaving the two lowest barren glumes still attached, or leaving only the papilliform disk bare; while the rhachilla is very narrow. Afariscus 1s nearly",0
"Cyperus either 3-fid or 2-fid, without exception; and therefore the primary subgenera of Cyperus have always been founded on this character. This was the view of Kunth. Regarding the character as absolute, Nees, Reichenbach, and others have elevated Pycreus to generic rank. But Boeckeler has blown upon the character a little by uniting certain species into composite species, each of which may have either a 3-fid style with triangular nut, or 2-fid style with complanate nut. These species are C. alopecurotdes, Rottb., cum C. dives, Delile; C. inundatus, Roxb., cum C. procero, Rottb. ; C. pygmeus, Linn., cum Isolepide Micheliand, Roem. et Sch. In each of these cases I consider two remote species have, from general aspect, been mixed, and that the more carefully they are examined, the more essentially and structurally they are found to be distinct. This I have attempted to explain fully below.",0
"In C. stoloniferus, Retz., Boeckeler says, “stylo elongato (quandoque abbreviato) profunde biv. trifido aut indiviso.” I find the style always deeply trifid. To examine the style, a flower should be dissected just before expansion (this gives you the stamens by the same dissection) ; it is dangerous to trust to older flowers, as the brittle style-branches often break off exactly at their point of separation, in which case, even with the microscope, it is difficult to see the scar. The casual cases of suppression of a style-branch that occur are excessively few, I should say in my experience not 1 in 1000 for the genus. The stamens (ecristate &c.) are certain proof that Boeckeler is in error in placing this species with C.
levigatus &c. Itis not far from C. rotundus, but perhaps nearer C. arenarius. In nearly all the critical species it is less trouble to examine the nut than the style (é.e. in mere sorting and naming). The nuts of ©. alopecuroides, Rottb., and C. dives, Delile, are as unlike (not merely by two rounded or three sharp angles) as any two in the genus. .",0
"The style-branches are usually long-linear, shortly or distinctly exserted from the glume, but sometimes very much exserted, sO that the spicula are said to becomose. This character is the only point left to keep C. diandrus distinct from C. rivularis ; and some (even of the American botanists) do not think the two distinct, There is a strongly comose Cyperus, resembling C. Monti in all other points but this, among Griffith’s collections ; and there is a fragment, collected by V. Ball in Chota Nagpore, which does not differ much from C. pilosus except in being comose. I",0
"These differences are supported by a number of trivial characters. In Cyperus pygmeus the glumes are ovate-lanceolate or oblong-lanceolate, the filaments ligulate, the anthers somewhat large linear-oblong, the style-branches longer than the nut, the style itself nearly free from papille, never 3-fid with me. In Isolepis Micheliana the glumes are often somewhat widened at the shoulder, oblong (subobovate) lanceolate; the filaments slender, the anthers small oblong, the style-branches shorter than the nut, the style itself papillose, usually 2-fid, occasionally 3-fid.",1
"In plants that fruit superabundantly as these, a large number of the nuts are never perfected. In Cyperus pygmeus a quantity of pale-coloured nuts occur which will be found to contain no perfected seed. These are often not only pale, but marcescent, with very hyaline outermost cells; and they must not be mistaken for the ripe seeds of the Isolepis.",0
"Boeckeler, in ‘ Linnea,’ xxxvi. p. 822, unites C. alopecurotdes, Rottb., and C. dives. Benth. et Hook. f. Gen. Pl. iii. p. 1004, say :— “C. alopecuroides, Rottb. (C. dives, Delile, Pl. Eg. t. 4), habitu C. (Papyro) exaltato, Retz., accedit, sed nux omnino Juncelli, variat tamen stylo 2-fido v. presertim in speciminibus Africanis 3-fido.”",0
"C. alopecuroides, Boeck., is mainly founded on C. amenus, Koenig et Roxb. MS. Roxburgh subsequently assumed this to be C. alopecuroides, Rottb., despite the difference in style and nuts ; he therefore dropped the name C. amenus altogether, and published it as C. alopecuroides, Rottb. This is really very near C.
exaltatus, Retz.; the true C. alopecuroides, Rottb., Roxburgh never saw.",0
"The most critical of all species is O. inundatus, Roxb., a species with bifid style, which so closely resembles C. procerus, Rottb.
(with trifid style), that the two have been mixed together by Wallich, nor are they easily separable except by the style and nut, the bifid style having a nut compressed contrary to the rhachilla, the trifid style having a distinctly trigonous nut: these two kinds of nut do not occur on one plant. I for some time considered that this was an exceptional Cyperus, in which the style was 2-fid or 8-fid in the same species; but I am satisfied, from the full series of specimens in the Calcutta Herbarium, that they are two well distinct species.",0
"I observed first that the compressed nut of C. inundatus 1s very much wider than the trigonous nut of C. procerus, and has a very different base. In the species of Cyperus, however, with an unequally trigonous nut there is no tendency in the nut to get wider as it gets less trigonous. Moreover the base of the nut of C. inundatus has a different shape and structure from the nut of C. procerus. Secondly, the rbachilla in 0. inundatus 18 ae with quadrate excavations and central strie exactly as in ©.
Monti; and the nut is so like that of C. Monti, that the species are not easily separated but by the inflorescence. In C. procerus the rhachilla is much slenderer, with oblong excavations, narrowly distinctly hyaline-winged. The glumes of C. inundatis are very dull-coloured, flat on the back, strongly striated, the",0
"In the mature C. alopecuroides the glumes fall early from the lower part of the spikelet ; the stout tetragonous deeply-notched rhachilla of Juncellus is then conspicuous, and the examples are in this state easily sorted out by hand and eye. When I named the English material, I had not learnt the value of this character ; but, as I looked at the stylein every specimen, I believe the above list of numbers and localities must be right. I should, however, add that I feel much less confident about the literature, which I have been unable to go over again out here; some of the quotations may belong, at least in part, to C. dives.",0
"Wight), h. Calcutta; Wight n. 2863; Heyne in Wallich n. 3343 A [C. maximus ,C. distachyos?, Vahl], hh. Calcutta, Madras [C. fastigiatus], h. Calcutta; Heyne in Wallich n. 3343 D [C. spicatus], 4. Calcutta; Gingee, Wight in Wallich n. 3343 H [C. verticillatus, Roxb.], h. Calcutta).
Zeylania (Thwaites OC. P. n. 3788 [C. venustus, &. Br.], h. Calcutta).
(Forma assamica; spiculis minus numerosis, majoribus, latioribus. Assam (Wallich, Griffith et Jenkins, h. Calcutta).]",0
"Var. y. dives, Delile, Egypt. v. t. 4. fig. 3 (sp.) ; spiculis dense spicatis, undique rectangulatim patentibus, lucide brunneis aut aureis ; glumis approximatis, breviter mucronatis ; thachille tenuis alis angustis, insolubilibus; stylo trifido; nuce ellipsoidea aut subovoidea, trigona, cum 4 parte glume vix equilonga.— Kunth, Enum. ii. p. 71.",0
"The type specimens of this at Kew agree exactly with my Calcutta example, so that if C. dives is a distinct species, it is an Indian one. The specimens differ from those of Retz’s exaltatus by the much more numerous glumes to the spikelet, while they differ from those of Koenig’s amenus in the rigid, not tasselled,",0
"145. C. auricomus (Sieber; Spreng, Syst. i. p. 230); exaltata, foliata ; umbella magna, composita aut decomposita; spicis longis, digitatis ; spiculis densis, multifloris, undique rectangulatim patentibus, linearibus, basi bracteolatis; glumis remotiusculis ; rhachille alis lanceolato-rhomboideis, flavidis, solutis; antheris muticis; nuce cum 3 parte glume equilonga, oblongo-ellipsoidea, trigona, apice breviter cylindraceo-umbonata.",0
"Radix valide fibrosa. Culmus solitarius, 3-8 dm. longus, sursum trigonus vel triqueter. Folia plura, cum # parte culmi sepe eequilonga, in marginibus scabra. Involucri bractex 5-8, usque ad 5 dm. longa, divaricate. Umbella 1-6 dm. in diam., composita aut decomposita; radi 4-10, sepe 1 dm. longi; ochrew 1-3 em. longs, apice 2-cuspidate. Umbellularum bracteole 3-5, foliacez, cum umbellulis sepe equilonge. Spice 2-4 em. longe ; rhachis glabra a glumis imis spicularum persistentibus undique dense ornata. Spicule lineares, compresse, 10-24-flore, quoad magnitudinem variabiles ; in C. auricoma Sieb. typico anguste sub-",0
"Not seen. This has the leaf-sheaths fringed in their mouths and on their margins with woolly hairs, and must be a very remarkable Cyperus, if of that genus. Unfortunately, as in so many other cases, the author does not mention those points of structure which define the genus of the plant; so that there remains a doubt whether he looked at these points, which doubt cools the interest that otherwise would attach to such a species.",0
"VIIl: This rush-like herb is chiefly cultivated in the Charkieh province. A’ perennial herb, generally annual under cultivation. It is cultivated instead of either Rice or Dinaeba in salt lands of bad quality. It will grow on very salt lands where rice or dinaeba will not and though it requires a large quantity of water and must be kept continually wet, it does not require as much as either Rice or Dinaeba and can withstand a longer rotation. It resists better to drought as well as to want of continual draining, without being harmed. It is a paying crop the average produce of a fdn. of good Samar being from 40—50 kantars, realizing an average net profit about £ 7.",0
"Kasungu District: Kasungu, frequent in semi-shade on dry banks of a stream, rhizome shortly creeping on surface of soil, 1000 m., Aug. 27, 1946, 17441. Chikwawa District: Lower Mwanza River, common on eroding river banks, 180 m., Oct.
6, 1946, 18012. Cholo District: Nswadzi River, gregarious on dry banks of river, 840 m., Sept. 27, 1946, 17844. Native name, Mululu (Chinyanja). Africa, Madagascar.",0
"Croton macrostachys, 9: 71 Ctenitis lanuginosa, 8: 202 Cucurbitaceae, 8: 443 Cupressaceae, 8: 210 Cuscuta kilimanjari, 9: 9 Cyathea capensis, 8: 201 deckenii, 8: 201 dregei, 8: 201 usambarensis, 8: 201 Cyatheaceae, 8: 201 Cyathula cylindrica, 9: 56 mannii (cf.) 9: 56 uncinulata, 9: 56 Cyclonema spinescens, 9: 37 Cyclosorus dentatus, 8: 202 patens, 8: 203 prismaticus, 8: 202 silvaticus, 8: 203 Cyclostemon major, 9: 70 natalense, 9: 70 Cycnium adonense, 9: 15 Cylista albiflora, 8: 420 tomentosa, 8: 420 Cymbopogon bracteatus, 9: 114 cymbarius, 9: 114 gazense, 9: 114 lecomtei, 9: 114 Cynodon ciliaris, 9: 106",0
"Cyperus alopecuroides, 9: 95 alternifolius subsp. flabelliformis, 9: 95 angolensis, 9: 96 atticulatus, 9: 95 auricomus, 9: 95 baronii, 9: 96 deckenii, 9: 96 denudatus var. sphaerospermus, 9: 96 derreilema, 9: 96 difformis, 9: 96 digitatus subsp. auricomus, 9: 95 distans, 9: 95 flabelliformis, 9: 95 glaucophyllus var. zambesiensis, 9: 96 leptocladus, 9: 96 maculatus, 9: 95 nyassicus, 9: 95 papyrus subsp. nyassicus, polystachyos, 9: 97 pseudoleptocladus, 9: 96 sesquiflorus, 9: 97 sphaerospermus, 9: 96 zambesiensis, 9: 96 Cytisus mannii, 8: 249 Daemia barbata, 8: 505 Dalbergia arbutifolia, 8: 423 lactea, 8: 423 melanoxylon; 8: 423 mossambicensis, 8: 424 nitidula, 8: 424 swynnertonii, 8: 424 9:",0
"Daltonia minor, 8: 191, 195 patula, 8: 191, 195 Damasonium ulvaefolium, 9: Fb Danthonieae, 9: 104 Davallia nigrescens, 8: 207, 208 Davalliaceae, 8: 200 Deguelia stuhlmannii, 8: 424 Deinbollia xanthocarpa, 8: 240 Dekindtia africana, 8: 501 Delphinium candidum, 8: 213 dasycaulon, 8: 213, 214 leroyi, 8: 213 Dentella erecta, 8: 490, 491 perotifolia, 8: 490 Desmodium adscendens, 8: 418 dimorphum, 8: 256 repandum, 8: 255 salicifolium, 8: 255 scalpe, 8: 255 tenuiflorum, 8: 418 Desmostachya, 9: 112 Desmostachys, 9: 112 Dianthera bicalyculata, 9: 28 Dichrocephala integrifolia, 8: 464 latifolia, 8: 464 Dichrostachys glomerata, 8: 429 Dicliptera lingulata, 9: 28 mossambicensis, 9: 27 pumila, 9: 27 sp., 9: 28 Spo, 91.28 Diclis tenella, 9: 10 Dicoma pygmaea, 8: 488 sessiliflora, 8: 488 Dicranaceae, 8: 192 Dicranella minuta, 8: 192 subsubulata, 8: 192",0
"Dierama vagum, 9: 84 Dietes prolongata, 9: 83 Digitaria appressa, 9: 110 Diospyros dawei, 8: 500, 501 kirkii, 8: 499 natalensis, 8: 500, 501 nummularia, 8: 501 nyasae, 8: 500, 501 Diplachne biflora, 9: 104 Diplazium arborescens, 8: 202 Diplolophium buchanani, 8: 446 zambesianum, 8: 446 Diplorhynchus condylocarpon, 8: 503 subsp. mossambicensis var. psilopus, 8: 503 mossambicensis, 8: 503 121",0
"Dipsacaceae, 8: 458 Dipterocarpaceae, 8: 222 Dissotis candolleana, 8: 440 canescens, 8: 440 debilis, 8: 439 incana, 8: 440 johnstoniana, 8: 440 var. Strigosa, 8: 440 polyantha, 8: 440 princeps, 8: 441 whytei, 8: 440 Ditrichaceae, 8: 191.
Ditrichum flexifolium, 8: 192 Dodonaea viscosa, 8: 241 var. vulgaris f. burmanniana, 8: 241 Dolichos, 8: 411 axillaris, 8: 414 var. axillaris, 8: 412415 var. glaber, 8: 412-415 var. macranthus, 8: 412, 413, 414 baumannii, 8: 418, 419 benadirianus, 8: 411, 416, 417 biflorus, 8: 411, 414, 415, 416, 419 var. occidentalis, 8: 419 brevicaulis, 8: 412, 414, 418, 419 chrysanthus, 8: 412, 413, 419 daltoni, 8: 412, 413, 417 formosus, 8: 411 kolii, 8: 416 lablab, 8: 420 longistipellatus, 8: 418 maranguensis, 8: 418 minimus, 8: 421 niloticus, 8: 410 occidentalis, 8: 419 oliganthus, 8: 412, 414, 418 rupestris, 8: 412, 413, 418 shuterioides, 8: 411 Spin 412, 413-417 stenophyllus, 8: 411, 413, 420 taubertii, 8: 412, 413, 418 trilobus, 8: 410 unguiculatus, 8: 416 uniflorus, 8: 415-417 var. glaber, 8: 414 var. stenocarpus, 8: 412, 413, 416, 417 var. uniflorus, 8: 412, 413, 415, 417 zanzibarensis, 8: 418 Dombeya subg. Dombeya, 8: 226 subg. Eudombeya, 8: 226 subg. Xeropetalum, 8: 227 multiflora var. vestita, 8: 227",0
"Has. In valle S. Dominici ins. S. Jacobi Cyperum hunc unicum stirpemque aquaticam unicam inveni (J. D. Hooker, n. 100. Nov. 1839, spec. fructifera.) 238. Cyperus mucronatus, Rottb. 8. albidus, Vahl, Enum. 2.
p-348. Kunth, Enum. p. 17. Cyperus levigatus, Linn. Mant.
p. 179. Rottb. Gram. p.19. C. lateralis, Forsk. Fl. igArab. p. 13. Cyperus monostachyus, Link in Buch, Beschr.
Can. Ins. p. 1388.—Ic. Rotth. 1. c. t. 16. f. 1.",0
"Has. In monte Verede ins. S. Vincentii ad alt. 500 et 600 ped. (Th. Vogel, n. 113) et ad rivulos ins. S. Antonii (idn. 64, 75 et 99. Junio, 1841, spec. flor. et fruct.) 239. Cyperus Agyptiacus, Glox. Obs. p. 20. Kunth, Enum.
2. p. 48. Schoenus: mucronatus, Linn. Sp. Pl. p63.
Scheuchz. Gram. p. 367.—Ic. Glox. J. c. t. 3. Scheuchz. I. ¢.
t. 8. f. 1. Mert. et Koch, Deutschi. Fl. 1. p. 450.",0
"Has. In rivulis ins. 8. Nicolai, die 27 Martii, 1822, (Forbes, n. 38. spec. floriferum.) 241. Cladium Mariscus, R. Br. Prodr. p. 236. Schoenus Mariscus, Linn. Sp. Pl. p. 62. Cladium Germanicum, Schrad. Fl. Germ. 1. p. 75.—Ic. Schrad. J, c. t. 5. f: 7.
Fil. Dan, t. 1202. Engl. Bot. t. 950.",0
"CYPERACE 4s,"" < Cyperus. 2t7 » nullum enim exemplar possidebat Linnaeus cum Species plantarum primvice edidit ; postea sub hoc nomine speciem a zeylanicé valdé.diversam, charactere ab illo dato tamen melius convenientem, in Herbario suo posuit.) 33. C. ornatus, umbella 4—G-radiataé, semicomposita, spicis 6—12-floris, spiculis lanceolato-linearibus, squamis arcté imbricatis obtusis enervibus : -margine scarioso discolori, involucris triphyllis elongatis foliisque planis margine scabris culmo levi brevioribus. (J.) v.v. ‘ 34. C. compositus, umbellA 5—7-radiata, spicis compositis po_ lystachyis, spiculis congestis linearibus 6—8-floris, squamis obtusis nervosis arcté imbricatis, involucro triphyllo longissimo scabro, culmo levi. (J.) _v. v.",0
"Cyperus.) CLIT. CYPERACEA. 1729) rays very unequal and sometimes the whole inflorescence contracted into a dense sessile compound cluster or head of spikelets, the general rhachis of the inflorescence rarely shortly produced, showing an interval between each ray. Under each ray is a persistent bract, one, two or more of the outer ones usually long and leaf-like forming an involucre round the inflorescence, the inner bracts and those which subtend the secondary rays and the spikelets usually small and scale-like, those under the spikelets rarely entirely wanting.",0
"A very large and widely spread genus, second in the Order to Cares only in point of numbers, but much more prevalent than that genus in the tropical and subtropical regions both of theNew and-the Old World where itis everywhere abundant. It is represented also by a few species in more temperate regions, but quite disappears in the extreme north and south as well as on Alpine heights.",0
"The genus differs from those groups of Scirpus which having no hypogynous bristles formed Brown’s genus Isvlepis, solely in the distichous arrangement of the glumes, and this character is not constant in Cyperus pygmeus, whilst in Scirpus cyperoides, a» West Australian species, the glumes are often very nearly distichous. From Schwnus it is generally distinguished by the habit and inflorescence, the flowers more numerous in the spikelets, the flowering glumes more regularly distichous and the straighter rhachis of the spikelet, but none of these characters are absolutely constant. A few exceptional intermediates occur among the species of both genera.
—Benth.",0
"Annual or perennial much under lft. Epikelets 1 to i line broad, few in the clusters in an umbel of few rays or all in one cluster. Glumes broad, obtuse, very pale or yellowish green . . 3. C. flarescens.
Perennial, mostly under lft. Spikelets narrow, in heads or clusters all sessile or in an umbel of few rays. Glumes rather narrow, almost acute, the sides of a pale brown . . 4. C. globosus.",1
"Cynodon dactylon, Pers.; Graminez.
Vern.—Dhobi ghans, H., dhub ghans, S.
Cynoglossum denticulatum, A. DC.; Boraginez.
Vern.—Parwa cetchirip, parwa lata, S.
Cyperus alopecuroides, Roxd.; Cyperacez.
Cyperus distans, Zinn. f.; Cyperacez.
Cyperus Iria, Zizn.; Cyperacex.
(Cyperus) Juncellus levigatus, Clarke.; Cyperacece.
Cyperus niveus, Rets.; Cyperacee.
Vern.—Bir Mutha, S. ; Cyperus (pumilus, Zinn.) ; Cyperacex. j",0
"Cynometra . ‘ 4 ‘ 248 Dzemonorops fuscus. . ° ‘ 225 Cynometra mimosoides ‘ : 303 | Dzmonorops Gaudichaudii . . 226 Cynometra ramiflora . plese 303 | Daemonoropsgeniculatus . . 228 Cyperus alopecuroides ° ‘ 27 Dzemonorops gracilipes é : 225 Cyperus amabilis é i . 148 | Dzemonorops grandis Kurz . i 219 Cyperus aristatus . eS 148 | Dzmonorops grandis Murt. . 219 Cyperus bulbosus 2 a A 193 | Dzmonorops Guruba , ° . 207 Cyperus compressus . ‘ % 148 | Dzmonorops hirsutus 4 ‘ . 226 Cyperus cuspidatus . ‘ ‘ 148 | Dzemonoropshypoleucus . . 207 Cyperus difformis - +» "" £ 148 | Demonorops Hystrix . - ‘ 226 Cyperus distans . * . ° 27 Dzemonorops imbellis ‘i 220 Cyperus exaltatus * 149, 247, 256, 261, 351 Dzemonorops intermedius. ges 220 Cyperus flavidus . ° . é 148 Dzmonocrops (?) intumescens 222 Cyperusinundatus . . 5 266, 351 Dzemonorops Jenkinsianus — 218, 254, 266, 347 Cyperus Iria ‘. . . ° 27,148 | Dzmonorops Korthalsii = 226 Cyperus malaccensis . : . 351 Dzemonorops Kunstlerii - ‘ 226 Cyperus niveus . A : pr a7 | Dzemonorops Kurzianus . : 219 Cyperus nudus . s é i 351 Dzmonorops lampro'epis 223 Cyperus nutans , a 3 1 148 Dzmonorops leptopus = : 225 Cyperus Pangorei ‘ : ‘ 351 Dzemonorops Lewisianus_. . 221 Cvperus pertenuis A fi ‘ 351 Dzmonorops longipes . . . 225, 229 Cyperus polystachyus . Z Z 350 Dzmonorops longispathus 230 Cyperus pumilus . . . . 27 | Dzmonorops macrophyllus . s 227 Cyperus rotundus . ° . 28, 148 Dzemonorops macropterus . ° 223 Cyperus scariosus # $ i 241, 351 | Dzemonorops malaccensis . * 222 Cyperus tegetiformis . . . 246,257,351 | DemonoropsManii . . . 219 Cyperus tegetum é és ‘ 28,148 | Dzemonorops manillensis . . 215 Cyperus umbellatus . ‘ . 351 Dzmonorops Margarithe . ‘ 220 Dzemonorops mattanensis . - 224",0
"D Dzemonorops melanochaetes . 219 Deedalacanthus nervosus . « 2%, 126 | Demonorops micranthus . om Deedalacanthus purpurascens. 28,126 | ? pints ones microsta“ aac Ribdnlen, 605.2 ee: Zieh 15 TOE NG 5 - Demiaextensa . . 317, 244, 261, sc Desmonorops microtham~ Dzemonorops acanthobolus 228 ne eo Per ee 2a! Dzemonorops accedens : 4 224 Dzemonorops mirabilis . é 226 Dzemonoropsamboinensis . 226 |-Demonorops monticolus . mis Dzmonorops angustifolius . ‘ 219 D prorat Pe rate: Motley! iy Dzemonorops annulatus _. 27 | Demonorops niger s+ Ss _ Dsemonorops calsppatius’ « - io Dzemonorops nutantiflorus . ‘ 2 ” Dzemonoropscalicarpus . . 222 ee aa, poke ee eae wed Dzemonoropscochleatus . . 223 Santas pettiness ‘ Deemonorops collariferus 227 ee ee S Dsemonorope crinitus °. s : 6 Dzmonorops palembanicus ‘ ° 3 19 Dzmonorops cristatus : : ig | CMmoneops periacanthus Sees _ Dzemonorops depressiusculus ° 225 Dzemonorops petiolaris > us - om Dzemonorops didymophyllus ° 224 nagoanetoiats Stet reread : 326 Dzeironorops dissitophyllus ° 229 Dzemonorops platyacanthus t Deemonorops diversispinus 329 | Demonorops platyspathus . site DamonoropsDraco . . . oq | SmCOmrOpS propa ke PDzemonorops Draconcellus . ‘ 224 Deemonorops pseudo-mir26 Dzemonoropselongatus . . 226 ee ee ee : Deemonorops erinaceus . 225 | Dzmonorops pseudo-Sepal. = - = Dzemonorops fasciculatus . .« 214 | DemonoropsRheedii. + - asd Deemonorops fissus. «. « 219 | Dzemonorops Riedelianus . .
Dzemonorops Forbesil aq 227 Dzemonorops ramosissimus . . 207",0
"Cynometra 6 . : ; 248 | Dzemonoropsfuscus . 4 , 229 Cynometra mimosoides 4 : 303 | Dzemonorops Gaudichaudii . . 226 Cynometra ramiflora . 2 i 303 Dzmonorops geniculatus . : 228 Cyperus alopecuroides ° . 27 | Dzmonorops gracilipes 0 ‘ 225 Cyperus amabilis 3 ( ° 148 | Dzemonorops grandis Kurz . 6 219 Cyperus aristatus ° : . 148 | Dzmonorops grandis Murt . 3 219 Cyperus bulbosus > 0 6 193 Dzemonorops Guruba . ° . 207 Cyperus compressus . 5 . 148 Dzmonorops hirsutus .» A ° 226 Cyperus cuspidatus . : . 148 | Dzemonoropshypoleucus . ; 207 Cyperus difformis 6 3 é 148 Dzemonorops Hystrix , 6 e 226 Cyperus distans . 0 ° 27 Dzmonorops imbellis ° 220 Cyperus exaltatus e 149, 2475 256, 261, 351 Dzemonorops intermedius . e 220 Cyperus flavidus . 3 6 5 148 Dzmonorops (?) intumescens 222 Cyperus inundatus e ; 3 266, 351 Dzemonorops Jenkinsianus 218, 254, 266, 347 Cyperus Iria : ; J : 27, 148 | Dzemonorops Korthalsii ; A 226 Cyperus malaccensis_ . 4 on 351 Dzemonorops Kunstlerii ° . 226 Cyperus niveus . 4 : k 27 Dzmonorops Kurzianus ° 219 Cyperus nudus . * . ‘ 351 Dzmonorops lampro!epis 223 Cyperus nutans . 6 6 e 148 Dzmonorops leptopus ° ° 225 Cyperus Pangorei s % - 351 Dzemonorops Lewisianus . 3 221 Cvperus pertenuis n Z i 351 Dzmonorops longipes 5 ; 225, 229 _ Cyperus polystachyus . ‘ , 350 Dzmonorops longispathus 230 Cyperus pumilus . ° ° . 27 Dzemonorops macrophyllus . 5 227 Cyperus rotundus e ‘ 28, 148 Dzmonorops macropterus_ . 6 223 Cyperus scariosus 5 ; 241, 351 Dzmonorops malaccensis_ . : 222 Cyperus tegetiformis . - 246, 257, 35! Dzemonorops Manii_ . 5 . 219 Cyperus tegetum e ; 0 28,148 Dzmonorops manillensis . : 215 Cyperus umbellatus . ‘ : 351 Dzmonorops Margarithe . 6 220 Dzmonorops mattanensis_ . : 224",0
"Dzedalacanthus nervosus . ‘ 23,126 | De#monorops micranthus . : 2 Dzedalacanthus purpurascens 28,126 | Demonorops microstaDzedalea, sp. e e Afri 150 chys . . : ° 225 Deemniatextensaun, 117, 244, 261, 310 Dzmonorops microthamDzemonorops acanthobolus CAD AN RS ORE ae oO ee OUNCE E 221 Dzemonorops accedens : 224 | Dzmonorops mirabilis coe ios 226 Dzemonorops amboinensis . ; 226 | Demonorops monticolus . ° 221 Dzemonorops angustifolius . . aig) || RESMOMeNe eS WOU EM : Zt Dzmonorops annulatus . 227 | Demonorops niger Raiser test 223 Dzemonorops calapparius . : 556 Dzmonorops nutantiflorus . 218 Dzemonorops calicarpus : ° 222 Dea DOWORODS pbleneus g20 Deonprancicochicatdei ne = Dzmonorops oligophyllus . : 227 Dzemonorops collariferus | 227 | Deemonoropsoxycarpus . 225 Dzemonorops crinitus ! i ae Dzemonorops palembanicus . ° 219 Dzemonorops cristatus i J 238 Dzmonorops periacanthus 7 ° 229 Dzmonorops depressiusculus 225 Desi oROxoPe peaolesls iS ; fee Dzemonorops didymophyllus ; 204 Demonorops Pierreanus . 220 Dasinonorops dissitophyllus : 220 Dzemonorops platyacanthus : 226 Dzemonorops diversispinus 229 Dzemonorops platyspathus ° ‘ 207 Dzemonorops Draco‘. i 224 Dzmonorops propinquus . ae 224 Dzemonorops Draconcellus . 224 | Deemonorops pseudo-mirDzmonorops elongatus A 226 abilis . . ° ° 0 226 Dzemonorops erinaceus . 225 | Dzemonorops pseudo-Sepal . 220 Dzemonorops fasciculatus . 6 214 Dzmonorops Rheedii . : . 207 Dzmonorops fissus 5 z 210 Dzemonorops Riedelianus . 226 Dzemonorops Forbesil i 227 | Deemonorops ramosissimus . ° 207 Dzemonerops formicarius . ° 226 Dzemonorops ruber oft we ‘ 224",0
"wan. G. For the rest it is almost impossible to differentiate associations, and the following is a list of helophytic plants, other than those mentioned above, any of which may occur in any particular stretch of marsh or in any water hole. The Cyperaceae, which predominate, are given first, and rare plants are omitted.",0
"Both Mr. R. K. Bhide and we have found that the styles of the specimens from ou: area are indiscriminately bi-fid or tri-fid. Clarke, in Hooker’s Flora of British India, defined the genus Juncell us as differing from Cyperus ‘“ by havinga bi-fid style and @ more or less compressed, not equilaterally trigonous nut.” The character of the nut is, teste the founder of the genus, obscure ; and the onli clear and definite character having broken down there woull seem tc be no further justification for the retention of Juncellus as a genus, 471. Cyperus flavidus Retz. F. B. I. VI, 600; Fl. Bomb. IT, S62.
_ Bice-fields, appearing after the rice is removed, and the ground has begun to dry. Tank edges, Talod.",0
"The Significance of Cyperaceae as Weeds pan cv. ‘viviparus’ (Watkins & Sheehan, 1975; Graf, 1985), C. papyrus cv. ‘nanus’ (Bailey & Bailey, 1976), and C. isocladus Kunth (Bailey & Bailey, 1976; Everett, 1980-1982). It has been confused with C. haspan, from which it is readily distinguished by its thick rhizome and inflorescence of 50 to 100 rays of more or less uniform length. Cyperus prolifer is indigenous to eastern Africa where it inhabits marshes, marshy shores, and swampy stream banks (Ktikenthal, 1935-1936; Haines & Lye, 1983). Although Simpson (1994) stated that it was not a weed, C. prolifer has become naturalized from cultivation in the U.S.A. in central Florida where it has invaded the margins of lakes (Carter et al., 1996) and in Hawaii (Strong & Wagner, 1997). In Florida, C. prolifer grows in floating mats and along margins of natural limesink lakes, where it is associated with Oxycaryum cubense (Carter et al., 1996).
One extensive population of C. prolifer in Lake Huntley, Florida, was established after dispersing from an adjacent water garden during eight years of cultivation (Carter et al., 1996).",0
"Cyperus papyrus is a remarkable plant. Because of its use in the manufacture of the first paper by the ancient Egyptians, it is perhaps the best known of the sedges (Schery, 1972). It is found in central and southern Africa and the Nile River valley and is naturalized in Sicily (Kiikenthal, 1935-1936; DeFilipps, 1980c; Gordon-Gray, 1995). Cyperus papyrus forms dense stands in aquatic and wetland habitats and dominates swamps with low biodiversity in northern Uganda (Mabberley, 1997). Plants may grow to 5 m high, making it one of the largest sedges (Koyama, 1985), and it is cultivated as an ornamental and curiosity in greenhouses and outdoors in ponds and water gardens in tropical and subtropical regions of the world (Bailey, 1935, 1949; Bailey & Bailey, 1976). Cyperus papyrus is naturalized in Florida, U.S.A. (Wunderlin, 1998), where it is evidently not yet invasive, but would appear to have the potential to invade aquatic and wetland habitats in tropical and subtropical areas given its dominance in swamps of northern Uganda.",0
